title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
Living Next Door to Alice (live),Smokie,418,121.976646423,A,major,0.873768508434,215.170608521,0.873,0.155,0.148,2.17e-05,0.915,0.394,-6.317,0.432,-6.317,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Improv: A Voyage to the Centre of the Cosmos,King Crimson,1726,107.131599426,E,minor,0.269963413477,903.108215332,0.655,0.0498,0.0104,0.605,0.974,0.229,-11.139,0.0846,-11.139,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
You Are So Beautiful,Joe Cocker,331,84.9120635986,G#,major,0.936969339848,232.411422729,0.182,0.0298,0.846,0.00267,0.134,0.297,-10.944,0.092,-10.944,bright,tonal,instrumental,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
High Voltage,Linkin Park,330,93.9217605591,A,minor,0.856329977512,211.539596558,0.967,0.182,0.105,2.77e-06,0.314,0.593,-4.26,0.287,-4.26,dark,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Femme Fatale,The Velvet Underground,266,102.551803589,C,major,0.835505187511,155.968429565,0.145,0.0332,0.913,0,0.118,0.55,-15.753,0.138,-15.753,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
You're the One,Buddy Holly,207,140.212341309,A,major,0.391405940056,89.3126525879,0.66,0.0324,0.206,0.0164,0.0694,0.583,-9.057,0.966,-9.057,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Origin,Evanescence,63,136.64781189,D,major,0.0352240130305,32.2757377625,0.873,0.0367,0.00226,0.847,0.0993,0.788,-10.316,0.735,-10.316,bright,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Not Now,blink‐182,483,106.039138794,D,minor,0.912967026234,263.60269165,0.93,0.0618,0.00236,5.5e-05,0.0768,0.58,-5.17,0.285,-5.17,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Lover,The Troggs,269,108.745376587,D,major,0.841031908989,149.838363647,0.633,0.0355,0.865,0.774,0.22,0.558,-9.278,0.723,-9.278,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Don’t Look Down,Iggy Pop,402,111.594398499,D,major,0.964304864407,217.2081604,0.68,0.0306,0.078,0.00841,0.212,0.563,-8.587,0.845,-8.587,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Everybody Laughed but You,Sting,440,113.254714966,E,major,0.894379794598,233.743667603,0.62,0.0286,0.486,0.00887,0.0385,0.675,-9.696,0.499,-9.696,bright,tonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Who Do You Love,Chris Rea,526,101.85697937,D,major,0.605514168739,294.164886475,0.484,0.0245,0.326,0.0007,0.0747,0.699,-10.862,0.399,-10.862,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
Chiselers,The Fall,500,155.489425659,A,minor,0.841876327991,194.455505371,0.979,0.0823,0.0767,0.0741,0.142,0.515,-5.27,0.475,-5.27,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Orpheus,Ash,694,148.964950562,A,major,0.969416618347,282.749389648,0.964,0.186,0.000638,0.0275,0.267,0.461,-4.627,0.274,-4.627,dark,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Red River,Tom Petty & the Heartbreakers,461,114.956161499,G,major,0.853618562222,239.699584961,0.728,0.0278,0.0811,1.53e-06,0.452,0.596,-5.275,0.551,-5.275,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
17 (mono),Jethro Tull,1108,178.205871582,D,major,0.929894924164,370.67755127,0.753,0.032,0.0938,0.732,0.0661,0.188,-7.587,0.738,-7.587,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
This Must Be Love,Phil Collins,348,92.0149154663,F,major,0.850264489651,227.813873291,0.198,0.0398,0.586,0,0.0734,0.793,-14.434,0.603,-14.434,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Work Is a Four Letter Word,The Smiths,368,132.136108398,B,major,0.940171599388,167.933334351,0.894,0.0304,0.0762,0.00156,0.18,0.571,-6.346,0.826,-6.346,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Throw Away Your Television,Red Hot Chili Peppers,2,151.999084473,A,minor,0.99068403244,1.09714281559,0.884,0.256,0.00119,0.000295,0.174,0.54,-5.942,0.338,-5.942,dark,atonal,instrumental,sad,relaxed,party,happy,electronic,aggressive,not_acoustic
What Goes Up…,The Alan Parsons Project,384,100.655128479,F,minor,0.137981265783,220.42666626,0.223,0.0298,0.135,0.0431,0.112,0.668,-12.727,0.149,-12.727,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
I Threw It All Away,Bob Dylan | George Harrison,342,132.232192993,C,major,0.0696923807263,156.473464966,0.194,0.0335,0.603,0.0135,0.23,0.476,-20.311,0.371,-20.311,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Commonwealth Boys,Pete Townshend,560,153.110931396,A,major,0.944187581539,219.92489624,0.928,0.0558,0.0556,0.00799,0.192,0.467,-7.808,0.67,-7.808,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
Ramblin’ Rose,Dean Martin,304,137.537002563,D#,major,0.737343966961,131.552658081,0.437,0.0759,0.798,1.95e-05,0.121,0.503,-11.627,0.661,-11.627,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Poison Love,Jerry Lee Lewis,352,94.5146179199,A#,major,0.919643998146,223.111831665,0.949,0.0736,0.38,0.0204,0.0795,0.309,-4.49,0.705,-4.49,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Southbound Again,Dire Straits,399,105.93422699,C#,minor,0.530680000782,228.989395142,0.565,0.0357,0.65,0.437,0.07,0.811,-11.666,0.891,-11.666,dark,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Do Anything You Wanna Do,Eddie & the Hot Rods,638,163.324249268,E,major,0.956095814705,240.169799805,0.868,0.0733,0.0012,0.116,0.0827,0.327,-5.74,0.411,-5.74,bright,tonal,voice,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Tequila Sunrise,The Eagles,316,110.783210754,G,major,0.861231505871,172.600006104,0.397,0.0265,0.536,0.0421,0.106,0.632,-12.855,0.731,-12.855,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
This Time,UFO,587,128.311004639,F,major,0.898813545704,275.706665039,0.835,0.0383,0.00121,0.00657,0.5,0.559,-7.155,0.623,-7.155,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Watching All the Colors,Chicago,369,87.882019043,G,minor,0.842278242111,252.969802856,0.541,0.0592,0.551,0.00502,0.11,0.691,-11.176,0.688,-11.176,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Ava Adore (Puffy Combs remix 1998),The Smashing Pumpkins,550,161.705505371,F,minor,0.889890491962,277.373321533,0.927,0.118,0.0387,0.00146,0.246,0.44,-3.717,0.325,-3.717,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Plus Something Else,Eurythmics,662,117.94618988,C,major,0.46833845973,337.293060303,0.632,0.248,0.0635,0.85,0.326,0.987,-8.591,0.962,-8.591,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
If You Want My Love (alternate version),Cheap Trick,517,115.420059204,E,major,0.900426447392,267.333343506,0.854,0.0408,0.144,0,0.35,0.501,-9.172,0.657,-9.172,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Blue Monday ’88 (12″ version),New Order,972,130.313232422,F,major,0.941127836704,448.05078125,0.899,0.0336,0.000107,0.742,0.0567,0.693,-7.294,0.945,-7.294,bright,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
When the Lovelight Starts Shining Through His Eyes,The Supremes,233,91.6928405762,D#,major,0.897951602936,153.342941284,0.83,0.0687,0.655,0.00152,0.446,0.298,-7.343,0.687,-7.343,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
N.S.U.,Cream,1688,135.532424927,A,minor,0.859113037586,758,0.566,0.048,0.0118,0.00706,0.0897,0.354,-13.788,0.366,-13.788,dark,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
Candy Man,Bobby Vee | The Ventures,598,172.265350342,C,minor,0.853621304035,211.591842651,0.47,0.128,0.613,0,0.506,0.457,-12.912,0.703,-12.912,bright,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Invisible Boy,Tori Amos,627,155.267745972,G#,major,0.497019410133,298.386657715,0.17,0.0526,0.97,2.47e-06,0.0957,0.351,-16.481,0.318,-16.481,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Misery (single version),Soul Asylum,504,114.426673889,C,major,0.872871935368,264.542053223,0.818,0.0283,0.0234,0.0831,0.251,0.63,-9.5,0.348,-9.5,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Medicine Man,Barclay James Harvest,902,162.357025146,B,major,0.828917860985,350.2265625,0.344,0.028,0.517,0.0067,0.0615,0.333,-14.425,0.355,-14.425,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Bagboy,Pixies,516,108.517662048,E,minor,0.906921565533,287.947753906,0.957,0.0723,0.00173,0.0019,0.0934,0.549,-3.751,0.229,-3.751,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
It’s a Sin,Pet Shop Boys,625,126.907546997,C,minor,0.892076194286,297.350372314,0.86,0.0435,0.252,0.000527,0.247,0.538,-5.916,0.291,-5.916,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Rock N Roll Star,Oasis,693,138.21673584,E,major,0.966364741325,320.920013428,0.963,0.0682,0.000631,0.00164,0.488,0.315,-4.242,0.484,-4.242,dark,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Lost in France,Bonnie Tyler,455,117.421394348,D#,major,0.8914077878,235.546127319,0.539,0.0282,0.302,0,0.0691,0.462,-10.651,0.625,-10.651,bright,tonal,voice,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
What About Love,Heart,656,148.137954712,F,major,0.916965246201,272.927337646,0.631,0.0377,0.295,0,0.321,0.246,-7.067,0.3,-7.067,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Visions in Blue,Ultravox,476,108.833122253,B,minor,0.413242340088,253.831832886,0.409,0.0367,0.0523,0.00669,0.135,0.301,-13.878,0.136,-13.878,bright,tonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Toccata,"Emerson, Lake & Palmer",1036,150.978393555,A#,minor,0.055216845125,449.671844482,0.676,0.0787,0.0399,0.747,0.0711,0.405,-12.987,0.234,-12.987,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Morning Has Broken,Cat Stevens,442,132.608306885,F,minor,0.625819325447,199.576568604,0.321,0.0312,0.622,0.0196,0.0903,0.424,-13.162,0.405,-13.162,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Burning Down the House,Dave Matthews Band,461,107.133537292,F,major,0.934048056602,248.502853394,0.902,0.0668,0.0022,0.0385,0.721,0.497,-6.122,0.264,-6.122,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Tearproof,The Undertones,341,147.780944824,F,major,0.963624000549,139.859588623,0.534,0.0456,0.000186,0.574,0.111,0.574,-11.744,0.857,-11.744,bright,tonal,instrumental,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
My Standard Break From Life,Alkaline Trio,326,128.111541748,E,major,0.974924862385,154.122451782,0.917,0.0614,0.000826,0.00028,0.327,0.541,-4.109,0.961,-4.109,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Love That Kills (instrumental),The Waterboys,850,151.192779541,C,major,0.448003381491,380.081634521,0.334,0.0318,0.0161,0.86,0.119,0.372,-8.13,0.0718,-8.13,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Badman’s Song,Tears for Fears,1208,142.040786743,C,major,0.830638051033,514.272644043,0.703,0.0443,0.0421,0.00855,0.9,0.5,-14.406,0.386,-14.406,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Call My Name,OMD,525,124.057472229,G,major,0.974864661694,254.095962524,0.567,0.0365,0.0307,0.417,0.132,0.545,-13.918,0.626,-13.918,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Aniversário,Skank | Lia Paris,444,130.01953125,B,major,0.923632800579,205.139587402,0.901,0.0333,0.000379,0.00016,0.063,0.709,-4.9,0.876,-4.9,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Boxers,Morrissey,348,105.312202454,B,major,0.936187326908,204.533340454,0.617,0.0282,0.00762,4.46e-05,0.191,0.436,-8.564,0.695,-8.564,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
High on Emotion,Chris de Burgh,439,99.3510742188,G,minor,0.826907992363,266.161621094,0.625,0.0235,0.0261,0.000392,0.266,0.603,-10.769,0.587,-10.769,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Quando Você Olha Pra Ela,Gal Costa,702,156.046463013,A#,major,0.949977457523,267.311035156,0.59,0.0449,0.454,0.00933,0.0926,0.761,-10.274,0.895,-10.274,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
The Ballad of Billy the Kid,Billy Joel,604,119.803024292,C,major,0.691584944725,332.746673584,0.596,0.0682,0.567,0.000174,0.0693,0.408,-7.742,0.341,-7.742,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Dedicated to the One I Love,The Mamas & the Papas,365,95.3031311035,F#,major,0.671676278114,205.403717041,0.452,0.0326,0.814,0,0.192,0.396,-8.809,0.307,-8.809,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Lowdown (live),Wire,317,109.378829956,D,minor,0.852732539177,168.855514526,0.58,0.0296,0.00812,0.000966,0.511,0.614,-6.756,0.375,-6.756,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
"Shut Up, Make Love",Poison,496,128.799179077,G#,minor,0.919508993626,232.019592285,0.924,0.0796,0.00611,2.49e-05,0.353,0.589,-5.274,0.572,-5.274,dark,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Resistance,Muse,759,134.881454468,F,major,0.817548751831,346.743591309,0.774,0.0485,0.0616,0.289,0.108,0.467,-6.569,0.0916,-6.569,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Going Down Alone,Jimmy Barnes | Journey,802,155.458618164,D,major,0.919552743435,309.263671875,0.844,0.06,0.0421,0.000236,0.807,0.437,-4.434,0.593,-4.434,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Love and Glory,Billy Idol,457,101.998413086,D,major,0.920041143894,269.531433105,0.677,0.0262,0.00546,0.17,0.181,0.516,-6.899,0.056,-6.899,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Do What You Want,The Offspring,177,154.653991699,D,major,0.955412149429,69.1200027466,0.94,0.0416,0.000693,0,0.166,0.501,-5.465,0.799,-5.465,dark,atonal,voice,not_sad,relaxed,party,happy,electronic,aggressive,not_acoustic
The Brews,NOFX,304,93.3632507324,D,major,0.820127427578,160.774963379,0.83,0.0457,0.0008,0,0.403,0.407,-9.207,0.556,-9.207,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
I Survived,Midge Ure,771,153.931060791,F,major,0.880976378918,301.217956543,0.565,0.0271,0.000648,0.00175,0.123,0.39,-9.034,0.353,-9.034,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
I Miss You,Incubus,288,120.609680176,D,major,0.201244905591,144.613876343,0.603,0.0258,0.00031,0.00131,0.0993,0.666,-7.314,0.195,-7.314,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Adult Education (Special club mix),Hall & Oates,640,91.3346862793,C,major,0.897165060043,421.146118164,0.864,0.0563,0.0224,0.000148,0.0274,0.62,-4.862,0.894,-4.862,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Remember,Neil Diamond,467,139.247024536,D,major,0.458699285984,211.539596558,0.307,0.03,0.139,1.35e-06,0.117,0.396,-15.732,0.237,-15.732,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
All or Nothing,Small Faces,357,117.45249939,D,major,0.860708117485,183.733337402,0.638,0.0295,0.163,0.000167,0.136,0.345,-6.624,0.295,-6.624,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Take Me Home,Cher,424,122.690948486,E,major,0.736213505268,207.777954102,0.524,0.0681,0.00562,2.13e-05,0.0297,0.706,-12.357,0.894,-12.357,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Ain't It Fun (Radio Edit),Paramore,400,103.983535767,A,major,0.933132708073,231.575515747,0.866,0.0851,0.152,0.000195,0.368,0.588,-4.715,0.709,-4.715,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Is This a Breakdown?,Echo and the Bunnymen,357,90.9873657227,D,major,0.945632696152,236.21333313,0.91,0.043,0.00426,6.3e-05,0.192,0.387,-4.678,0.625,-4.678,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Grand Hotel,Procol Harum,695,112.375457764,G,major,0.68656283617,368.613891602,0.515,0.0348,0.155,0.248,0.17,0.29,-8.844,0.166,-8.844,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Strip the Soul / Dot Three,Porcupine Tree,1261,153.620574951,C,major,0.709315419197,497.371429443,0.535,0.0328,0.0027,0.209,0.706,0.469,-12.008,0.249,-12.008,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Go Wild in the Country,Bow Wow Wow,346,117.793762207,C,major,0.913709461689,172.120819092,0.766,0.125,0.525,0.00213,0.418,0.42,-12.216,0.74,-12.216,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Storm of Emotions,Angra,679,138.110671997,A#,major,0.873152196407,296.906677246,0.717,0.0327,0.00186,6.84e-06,0.0899,0.441,-6.438,0.261,-6.438,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Sadjoy,Manfred Mann’s Earth Band,847,163.256866455,G,major,0.292025953531,320.080780029,0.369,0.0291,4.73e-05,0.691,0.177,0.286,-13.668,0.2,-13.668,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Hate,Lita Ford,590,125.961975098,D#,minor,0.938193559647,280.502868652,0.725,0.0289,0.0017,6.43e-06,0.0924,0.608,-9.222,0.527,-9.222,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
