title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
Orange 1,Richie Hawtin,898,133.081985474,B,minor,0.881143450737,405.733886719,0.968,0.0782,0.00199,0.818,0.0842,0.724,-12.379,0.623,-12.379,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Beat Dat Beat (It’s Time to),DJ Pauly D,666,127.042915344,A#,major,0.919205009937,314.56652832,0.853,0.29,0.00385,8.72e-06,0.0941,0.705,-4.795,0.385,-4.795,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Render Me (Royalty & AD Bourke remix),Mr. Scruff | Denis Jones,331,119.991798401,D,minor,0.919409632683,166.11265564,0.723,0.0507,0.00482,0.612,0.343,0.723,-8.938,0.717,-8.938,bright,atonal,instrumental,not_sad,relaxed,party,happy,electronic,aggressive,not_acoustic
Princess Gone,Jah Mason,597,164.639373779,C,major,0.876847863197,245.093338013,0.574,0.0632,0.119,0,0.111,0.571,-6.693,0.637,-6.693,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Pallas Athene,Fennesz,773,129.511291504,E,major,0.481070101261,370.076721191,0.392,0.0415,0.162,0.883,0.11,0.122,-14.17,0.0353,-14.17,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Warm Leatherette (live),Vitalic,277,136.938079834,C#,major,0.566054940224,171.31199646,0.792,0.0415,0.017,0.809,0.0985,0.333,-8.897,0.385,-8.897,bright,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Life Is What You Make It,Nas | DMX,374,92.0424423218,A#,minor,0.93045514822,244.767349243,0.645,0.28,0.000522,0,0.0836,0.875,-8.61,0.559,-8.61,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Amazing Grace (Original Mix),Boy George,476,133.917129517,G,major,0.830997526646,209.475921631,0.77,0.0395,0.164,0.0103,0.1,0.621,-7.156,0.357,-7.156,bright,tonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Актриса,Иван Дорн,527,118.00491333,C#,major,0.932275116444,270.106109619,0.567,0.0676,0.063,0.00266,0.0868,0.839,-7.293,0.892,-7.293,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
NY NY,Lloyd Banks | Tony Yayo,301,86.0290374756,A,minor,0.95156443119,210.050613403,0.714,0.326,0.0244,0,0.0814,0.688,-4.59,0.405,-4.59,dark,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Retirement Ode,Busdriver,401,89.8384246826,C#,major,0.872039139271,199.993469238,0.721,0.194,0.0692,0,0.321,0.432,-6.049,0.597,-6.049,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Obligatory Cadence,Flying Lotus,355,120.640815735,F#,minor,0.902824997902,176.404891968,0.66,0.0441,0.756,0.751,0.403,0.405,-5.421,0.067,-5.421,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Boğaziçi,DJ Spooky | Burhan Öçal,438,94.9790344238,D,minor,0.935104012489,277.559997559,0.537,0.0569,0.00105,0.908,0.0753,0.71,-11.68,0.677,-11.68,bright,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Sendero del Monte,Mateo Kingman,316,82.0036621094,C,minor,0.80994540453,231.392654419,0.548,0.132,0.52,1.02e-06,0.119,0.529,-9.222,0.199,-9.222,dark,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Tik Tok,Jimmy Edgar,545,121.711181641,A#,minor,0.944230794907,270.106658936,0.952,0.0449,5.5e-05,0.911,0.111,0.804,-7.018,0.0449,-7.018,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
I Dont Wanna Know,Mario | Enya,565,97.0153274536,B,minor,0.893594861031,350.171417236,0.515,0.0462,0.347,0.00156,0.116,0.833,-5.0,0.4,-5.0,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,aggressive,not_acoustic
Smile Around the Face,Four Tet,483,105.523948669,A#,major,0.708643913269,274.311828613,0.649,0.117,0.00204,0.00414,0.103,0.729,-10.286,0.765,-10.286,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Just Melancholy,Roy Montgomery,505,125.010475159,G#,major,0.868977248669,243.879180908,0.527,0.0323,0.949,0.847,0.109,0.416,-10.264,0.242,-10.264,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
The Way Love Goes,Lemar,439,124.891799927,E,major,0.963123559952,211.983673096,0.868,0.0489,0.327,0,0.113,0.65,-6.138,0.468,-6.138,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Confusion Diffusion,Cornelius,318,113.55254364,E,minor,0.914114773273,157.520004272,0.803,0.0617,0.724,0.926,0.158,0.156,-9.754,0.0362,-9.754,dark,tonal,voice,not_sad,relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
Hendra,Ben Watt,357,103.598487854,B,minor,0.593328893185,202.161636353,0.518,0.0274,0.345,0.0592,0.101,0.673,-12.296,0.778,-12.296,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Break Me Off,Petey Pablo | Missy Elliott,319,91.6787948608,A#,minor,0.948778688908,209.972244263,0.729,0.337,0.274,0,0.309,0.756,-6.371,0.704,-6.371,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Jamaica,Jah Cure,581,154.030685425,G#,major,0.909395158291,230.333328247,0.596,0.0518,0.136,1.35e-05,0.322,0.747,-5.866,0.706,-5.866,dark,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
The Thrill Is Back,Statik Selektah | Styles P | Talib Kweli,237,86.0535125732,A#,minor,0.892455995083,165.953018188,0.721,0.304,0.24,0,0.118,0.743,-7.272,0.458,-7.272,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Let's Go,Tony Touch | Redman | Method Man | Erick Sermon,288,89.2252960205,A#,minor,0.961682796478,193.776321411,0.831,0.341,0.112,0,0.748,0.803,-2.697,0.902,-2.697,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Baddest Chick,Ian Carey | Doron | Ray J | Kardinal Offishall,392,129.930145264,A,minor,0.978606641293,181.666671753,0.914,0.106,0.000348,0.000302,0.0768,0.678,-2.763,0.868,-2.763,dark,atonal,voice,not_sad,relaxed,party,happy,electronic,not_aggressive,not_acoustic
Good Times,Jimmy Barnes | Keith Urban,424,103.849067688,E,major,0.928437530994,245.864486694,0.992,0.0732,0.09,0.025,0.323,0.46,-5.064,0.722,-5.064,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
I Can’t Believe I Loved Her,Peven Everett,656,131.965438843,G,minor,0.694327414036,304.03918457,0.903,0.0571,0.0436,0.619,0.0883,0.794,-7.982,0.925,-7.982,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Da Graveyard,Big L,504,92.9523696899,B,minor,0.965614318848,323.787750244,0.757,0.356,0.516,0,0.363,0.813,-5.358,0.646,-5.358,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Whole Lotta Thug,The Alchemist,247,95.0043640137,F,minor,0.962943971157,156.656326294,0.722,0.0322,0.00673,0.761,0.397,0.591,-4.625,0.849,-4.625,bright,tonal,instrumental,not_sad,not_relaxed,not_party,happy,electronic,not_aggressive,acoustic
World Runners,Ab-Soul | Lupe Fiasco | Nikki Jean,561,109.656318665,A,minor,0.448042452335,302.393463135,0.493,0.28,0.042,0,0.387,0.884,-13.294,0.317,-13.294,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Rock It,Sub Focus,724,172.265335083,F,major,0.94875818491,263.640014648,0.967,0.0726,0.00137,0.382,0.08,0.481,-1.907,0.119,-1.907,dark,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
That's All We Hav,Third World | Tarrus Riley,598,151.996261597,A,minor,0.899688899517,236.586669922,0.649,0.108,0.133,0,0.347,0.725,-5.653,0.671,-5.653,bright,tonal,voice,sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Turn It Up (Tchami remix),Mercer,706,122.023994446,D#,major,0.939336419106,348.055511475,0.906,0.0534,0.00326,0.826,0.108,0.722,-3.025,0.191,-3.025,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Boy Is Not a Man,Jon B.,528,122.076454163,A,major,0.888883292675,261.886932373,0.432,0.0895,0.26,4.36e-06,0.175,0.436,-9.851,0.537,-9.851,bright,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Yéké yéké,Mory Kanté,500,125.724342346,C,minor,0.937087118626,239.559997559,0.73,0.0446,0.0109,0.681,0.0941,0.662,-11.43,0.537,-11.43,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Real Rap,Yo Gotti | Jadakiss,360,80.4392166138,F,minor,0.646470189095,252.694641113,0.877,0.352,0.279,0,0.0818,0.481,-5.025,0.341,-5.025,bright,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Cat Food (Instrumental),Aesop Rock,269,89.9409255981,C#,minor,0.656830966473,180.009796143,0.511,0.0387,0.00313,0.938,0.0432,0.703,-6.387,0.564,-6.387,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Touch,Amerie | T.I.,408,118.015380859,A#,major,0.783731400967,206.236740112,0.841,0.0623,0.00261,6.03e-05,0.114,0.891,-6.272,0.77,-6.272,bright,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
I am the Streets,Trae | Rick Ross | The Game | Lloyd,351,77.9806213379,A,major,0.970623791218,270.942047119,0.815,0.326,0.469,0,0.247,0.547,-7.084,0.634,-7.084,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Secret Garden,Usher | Robin Thicke | Tyrese | LL Cool J | Tevin Campbell | Barry White,766,128.044433594,A#,minor,0.658211827278,353.515106201,0.662,0.0778,0.535,1.64e-05,0.0925,0.759,-7.432,0.674,-7.432,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Judas’ Death,Victor Brox | Murray Head | Alan Doggett,476,115.074981689,A#,minor,0.778245985508,255.400253296,0.724,0.112,0.177,0,0.48,0.429,-7.056,0.358,-7.056,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Iceberg,Tim Taylor | Dan Zamani | Freddy Fresh | DJ Slip,85,131.943069458,D,minor,0.764005899429,39.0666656494,0.6,0.14,0.211,0.957,0.0932,0.796,-15.541,0.81,-15.541,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Wait on Me,Guru | Raheem Devaughn,293,95.963722229,F#,minor,0.917714953423,184.556167603,0.779,0.0524,0.201,0,0.45,0.596,-6.005,0.798,-6.005,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Back at One,Brian McKnight,431,129.888534546,E,major,0.942457973957,199.653884888,0.346,0.03,0.452,0,0.131,0.661,-9.115,0.256,-9.115,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Overcome,Bubba Sparxxx,448,91.5484771729,A,minor,0.913407564163,294.057495117,0.741,0.296,0.482,0,0.0424,0.72,-5.782,0.917,-5.782,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Nothing,Mase | Eric Bellinger,314,97.9892349243,A,major,0.944538116455,181.342041016,0.392,0.0684,0.697,0,0.108,0.494,-11.128,0.0757,-11.128,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Little Bit of Me,Kim Dotcom | Tiki Taane,448,128.104034424,A#,major,0.840209305286,207.90965271,0.644,0.0407,0.00397,3.66e-05,0.079,0.755,-6.033,0.469,-6.033,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Meltdown,Stromae | Lorde | Pusha T | Q‐Tip | HAIM,414,101.903839111,C,minor,0.902057886124,242.729797363,0.717,0.0378,0.0884,0,0.183,0.629,-6.714,0.315,-6.714,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
A Normal Suburban Lifestyle Is a Near Impossibility Once You've Fallen in Love With an International Spy,Casiotone for the Painfully Alone,342,140.362335205,A#,major,0.909732997417,163.631027222,0.933,0.132,0.864,0.951,0.121,0.854,-9.522,0.681,-9.522,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Hold Ya Mouf,Dizzee Rascal | God’s Gift,438,150.180831909,D,major,0.861531853676,175.600006104,0.812,0.516,0.192,0,0.356,0.752,-5.385,0.722,-5.385,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
NOW,Christopher Willits,574,133.878662109,D,major,0.723153650761,309.185302734,0.19,0.0372,0.137,0.963,0.0971,0.158,-18.314,0.0387,-18.314,dark,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
S,Venetian Snares,865,154.669067383,A#,major,0.713050663471,413.202972412,0.896,0.19,0.65,0.81,0.45,0.274,-4.64,0.0556,-4.64,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Kuaga,Pierce Fulton,701,127.890083313,C#,major,0.664553403854,330.849517822,0.97,0.125,0.105,0.0053,0.201,0.602,-3.994,0.364,-3.994,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Say That,Leela James | Anthony Hamilton,490,147.690612793,C#,major,0.505799591541,205.740402222,0.718,0.0327,0.0127,0.000194,0.0296,0.839,-4.883,0.664,-4.883,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Big Ole Words (Damn),Cee‐Lo Green,415,84.1005172729,E,minor,0.668845772743,295.666656494,0.57,0.365,0.0128,0,0.119,0.69,-7.272,0.74,-7.272,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Fight the Power,Vanilla Ice,478,105.891929626,A#,major,0.9005163908,271.673461914,0.757,0.0717,0.00167,0.00862,0.31,0.698,-8.163,0.462,-8.163,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Start It Up,Lloyd Banks | Kanye West | Ryan Leslie | Swizz Beatz | Fabolous,447,81.0298614502,A#,minor,0.886770963669,290.093322754,0.87,0.318,0.0935,0,0.437,0.446,-4.683,0.438,-4.683,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Smash Sumthin',Redman | Adam F,400,107.057769775,C,minor,0.941529393196,214.935516357,0.931,0.355,0.0485,1.18e-06,0.353,0.694,-3.437,0.609,-3.437,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
You Make Me Believe in Love,Adam Rickitt,479,125.988700867,C,major,0.936839580536,228.716552734,0.938,0.043,0.000857,1.55e-05,0.182,0.498,-5.201,0.742,-5.201,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Strange Relationship,Darren Hayes,424,84.8331832886,F,minor,0.923778831959,300.146942139,0.704,0.039,0.0335,3.96e-06,0.4,0.544,-4.684,0.504,-4.684,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
What's Up,Lemon D,1190,172.265060425,A#,major,0.868051946163,480.078369141,0.72,0.0775,0.000554,0.816,0.0598,0.849,-9.454,0.824,-9.454,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Don’t Give Up on Me,Johnny Good | Jay Sean,320,99.8512802124,C,major,0.941127598286,193.750198364,0.841,0.0515,0.0192,5.29e-06,0.155,0.703,-2.906,0.653,-2.906,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Duet,The‐Dream,475,140.001800537,F,minor,0.695311307907,262.374938965,0.463,0.0311,0.495,0,0.227,0.609,-8.903,0.144,-8.903,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Moscow Never Sleeps,DJ Smash,519,128.079040527,G#,major,0.768299400806,243.983261108,0.893,0.0289,0.00249,0.0926,0.319,0.557,-5.277,0.381,-5.277,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Intro,Jim Jones,191,97.7778167725,F,minor,0.781498134136,118.099594116,0.413,0.361,0.769,0.000215,0.833,0.523,-19.662,0.0695,-19.662,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,acoustic
Stalag Y2K Megamix,Tenor Saw | General Echo | Buju Banton | Candyman | Sister Nancy,1026,165.434417725,C,major,0.841731548309,371.539581299,0.725,0.3,0.0583,0,0.395,0.584,-7.019,0.727,-7.019,bright,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Back Home,A$AP Rocky | Mos Def | Acyde | Yams,520,84.9100036621,A#,major,0.192397743464,278.093322754,0.887,0.599,0.193,0,0.231,0.321,-8.502,0.0946,-8.502,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Hounds of Hell,Wolfgang Gartner | Tommy Trash,756,125.971160889,A,minor,0.952281653881,336.352661133,0.916,0.166,6.22e-05,0.785,0.112,0.606,-2.885,0.211,-2.885,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Love to My Cobain,Jeffree Star,590,127.007476807,F,minor,0.882487773895,277.838378906,0.923,0.0527,0.00609,0,0.0869,0.757,-4.298,0.511,-4.298,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Coming Again,Machel Montano,450,122.069885254,D#,major,0.962942123413,222.928985596,0.79,0.177,0.361,0,0.121,0.597,-8.035,0.963,-8.035,bright,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
The Black Tie Affair,Maestro Fresh‐Wes,531,119.675323486,F#,minor,0.980484962463,266.866943359,0.893,0.0682,0.00787,0.000114,0.103,0.889,-6.67,0.831,-6.67,bright,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Everlovin’ Ya,Kimbra | Bilal,430,89.8687744141,A#,major,0.86911046505,284.212249756,0.683,0.0804,0.122,3.59e-06,0.133,0.269,-7.528,0.257,-7.528,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Alright (original mix),Mark Knight | Sway,378,125.855010986,G#,major,0.960048913956,182.866668701,0.942,0.0576,0.000787,0.828,0.0621,0.757,-6.849,0.438,-6.849,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Doing OK (DEVolution remix),Wretch 32 | Jacob Banks,397,122.176506042,C,minor,0.959421336651,188.891433716,0.697,0.162,0.0181,0.000151,0.0932,0.825,-5.208,0.741,-5.208,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
P’s & Q’s,Kano,410,69.985710144,A,major,0.949151337147,251.193466187,0.826,0.393,0.0175,1.68e-05,0.0725,0.465,-5.925,0.617,-5.925,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
"Lion, the Lion (Gerd's Sub-Tech mix)",Totally Enormous Extinct Dinosaurs | Eats Everything,800,124.016487122,A#,major,0.972201168537,389.067749023,0.86,0.038,0.000193,0.654,0.161,0.787,-8.747,0.391,-8.747,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Dance or Die,Janelle Monáe | Saul Williams,384,119.985687256,G#,minor,0.958410322666,192.506668091,0.901,0.165,0.0714,0.0109,0.251,0.763,-8.328,0.762,-8.328,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Get Down,Groove Armada | Stush | Red Rat,437,129.533432007,G,major,0.959909856319,199.826660156,0.942,0.136,0.00955,0,0.363,0.746,-4.475,0.66,-4.475,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
We Got This Ting,Riva Starr | Roots Manuva,467,126.917671204,A,minor,0.946554660797,221.506668091,0.852,0.105,0.11,0.00054,0.901,0.787,-5.668,0.71,-5.668,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Nowadays Boopsie,Assassin,501,163.836151123,C,major,0.963369131088,183.902038574,0.839,0.231,0.302,3.07e-06,0.0552,0.735,-3.442,0.661,-3.442,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Lit Up and Protruding,Electric Company,478,94.7900848389,E,major,0.518840134144,264.254699707,0.671,0.0651,0.274,0.918,0.151,0.653,-11.645,0.442,-11.645,dark,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Close Your Eyes,Ian McCulloch,565,121.227577209,G,major,0.865362048149,280.306671143,0.887,0.0334,0.00367,9.41e-06,0.708,0.514,-5.907,0.772,-5.907,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
Il bicchiere dell'addio,Modena City Ramblers | Bob Geldof,649,149.01625061,C#,major,0.836044430733,268.506652832,0.907,0.121,0.244,0,0.365,0.394,-6.374,0.65,-6.374,bright,atonal,voice,not_sad,relaxed,not_party,happy,electronic,aggressive,not_acoustic
Notice Me,DJ Q,518,132.927627563,E,minor,0.95000743866,234.448974609,0.691,0.123,0.0855,0.173,0.34,0.481,-8.624,0.84,-8.624,bright,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Lost in Summer,Anthony Callea,381,107.844223022,A,major,0.948739051819,212.950210571,0.868,0.048,0.117,0,0.082,0.569,-5.419,0.937,-5.419,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Where My Heart Is,Benji Boko | Maxi Jazz,407,86.2878417969,A#,major,0.847297847271,283.8465271,0.466,0.258,0.381,4.58e-05,0.112,0.767,-10.001,0.731,-10.001,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Phenomenon,Ray Keith,415,89.7588348389,F#,minor,0.80152451992,277.890625,0.627,0.386,0.0276,0,0.382,0.691,-15.2,0.509,-15.2,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Isot töpselit irti,Paleface,568,115.023384094,C,major,0.66888576746,292.884887695,0.704,0.0703,0.0451,0.212,0.593,0.666,-10.508,0.633,-10.508,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Bromance (Avicii’s Arena mix),Tim Berg,391,125.943588257,C#,minor,0.817142665386,175.28163147,0.649,0.0509,0.11,0.877,0.109,0.725,-11.269,0.0353,-11.269,dark,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Tiny Dancer (Hold Me Closer),Ironik | Chipmunk | Elton John,344,100.386245728,F,major,0.894793272018,203.807342529,0.867,0.277,0.107,0,0.202,0.58,-6.555,0.724,-6.555,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Spektrum,Uyama Hiroto | Fat Jon,405,97.9277648926,A#,minor,0.937380552292,248.946670532,0.796,0.172,0.405,2.63e-05,0.0816,0.756,-6.859,0.831,-6.859,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Can't Satisfy Her,I Wayne,322,87.2624435425,A,major,0.946021139622,222.066665649,0.711,0.316,0.14,0,0.151,0.672,-4.652,0.759,-4.652,dark,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
3000,Dr. Octagon,341,98.0215454102,C#,minor,0.962197840214,211.036010742,0.498,0.213,0.0262,0,0.116,0.756,-9.538,0.51,-9.538,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
96 Degrees,Third World | Stephen Marley | Damian Marley,545,142.010452271,C,major,0.937666296959,229.305755615,0.755,0.074,0.0193,0,0.099,0.815,-5.727,0.939,-5.727,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Feels Like,Robert DeLong,470,129.831604004,A#,major,0.812475204468,214.125717163,0.776,0.0407,0.0393,5.75e-06,0.188,0.596,-7.822,0.666,-7.822,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Take My Money,Gyptian,627,166.169540405,F,major,0.945104897022,225.645721436,0.543,0.182,0.214,0,0.0875,0.832,-6.047,0.836,-6.047,bright,tonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Soulja Girl,Soulja Boy Tell ’Em,521,146.015975952,E,minor,0.922511875629,215.170608521,0.714,0.0349,0.0846,0,0.139,0.578,-3.551,0.145,-3.551,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,aggressive,not_acoustic
Buffalo Gals,Malcolm McLaren,500,135.959594727,D,major,0.817731201649,221.335510254,0.636,0.156,0.0257,0.000257,0.207,0.881,-13.617,0.616,-13.617,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Mal de amores,Juan Magán,375,127.988426208,A#,major,0.844209611416,173.543991089,0.827,0.119,0.0708,0,0.249,0.631,-6.677,0.497,-6.677,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Introduction (instrumental),Makoto,524,131.995697021,D,major,0.591693282127,240.613876343,0.487,0.028,0.262,0.928,0.446,0.527,-11.542,0.121,-11.542,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Alma Hueco,Sutekh,447,119.915473938,D#,major,0.596230447292,220.917556763,0.569,0.0482,0.0464,0.572,0.386,0.791,-13.437,0.889,-13.437,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Table Flipping,Tipper,374,84.0143508911,D#,major,0.308429002762,262.530609131,0.652,0.14,0.222,0.277,0.333,0.418,-6.291,0.314,-6.291,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Fuego,Überzone | Rennie Pilgrem,775,134.016082764,F,major,0.902182817459,347.466674805,0.969,0.0567,6.23e-05,0.749,0.198,0.599,-8.122,0.332,-8.122,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
